ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated
1310,"Acevedo, Elizabeth",Clap When You Land,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1311,"Acevedo, Elizabeth",Clap When You Land,,,,Administrative Review,Group,Challenged - Location Unknown,FLCA,Retained Restricted,Yes,Parental Advisory label added in Feb 2022,School,January,2022,FL,Collier County Public Schools,,Collier,,,Unknown,,,,,,,
1312,"Craft, Jerry",Class Act,,,,Informal Challenge,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
1313,"Craft, Jerry",Class Act,,,,Response to Law,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Unknown,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,,,,,,,
1314,"Craft, Jerry",Class Act,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,"CRT concerns 9/2021

 ALSO - opposed to ALL CRT books and Jerry Craft's books",Retained Restricted,Yes,Reconsideration committee decided class act would be available Grade 5 and up,School,September,2021,TX,Katy ISD,,,,,Unknown,,,,,,,
1315,"Craft, Jerry",Class Act,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
1316,"Craft, Jerry",Class Act,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
1317,"Stone, Nic",Clean Getaway,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,"Contested for EL BOB - and as a result, elementary BOB was dropped",Unknown,,,School,Spring,2022,NC,Wilkes County School District,,Wilkes,Wilkes County,,Unknown,,,,,,,
1318,"Slade, Suzanne",Climbing Lincoln's Steps: The African American Journey,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
1319,"Clare, Cassandra",Clockwork Princess,,,,,,,,,,,School,,,FL,Clay County School District,,Clay,,,,,,,,,,
1320,"Clare, Cassandra",Clockwork Princess,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
1321,"Clare, Cassandra",Clockwork Princess,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
1322,"Clare, Cassandra",Clockwork Princess,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
1323,"Clare, Cassandra",Clockwork Princess,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
1324,"Clare, Cassandra",Clockwork Princess,,,,,,Challenged - Removed While Under Review,,,,,School,February,2023,PA,Penncrest,,,,,,,,,,,,
1325,"Clare, Cassandra",Clockwork Princess,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,"committee recommended further review, not immediate censorship",Banned,,,School,May,2022,ID,Nampa School District,,,,,Unknown,,,,,,,
1326,"Clare, Cassandra",Clockwork Princess,The Infernal Devices,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Retained Restricted,Yes,Retained HS,School,3,2022,TN,Wilson County Schools,,Wilson,,,Unknown,,,Paper File,https://www.tennessean.com/story/news/education/2023/03/09/resident-sues-wilson-county-library-panel-over-secret-meeting/69977742007/,,,10/09/2023
1327,"Cooper, Dennis",Closer,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
1328,"Hopkins, Ellen",Closer to Nowhere,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
1329,"Hopkins, Ellen",Collateral,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
1330,"Hopkins, Ellen",Collateral,,,,,,Challenged - On Shelves,,,,,School,Fall,2022,VA,Spotsylvania County Public Schools,,Spotsylvania,,,,,,,,,,
1331,"Hopkins, Ellen",Collateral,,,,,,,,Banned,,,School,October,2022,FL,Hernando County Schools,,Hernando,,,,,,,,,,
1332,"Hopkins, Ellen",Collateral,,,,,,,,Weeded,,,School,,,FL,Clay County School District,,Clay,,,,,,,,,,
1333,"Joseph, Lynn",Color of My Words,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
1334,"Jones, Patrick",Combat Zone,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
1335,"Jones, Patrick",Combat Zone,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
1336,"Gray, Mila",Come Back to Me,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,A M4L member began challenging books in the district in the Fall and the reviews continued. Seems as if these books were removed by the administration.,Banned,,,School,April,2023,KN,Gardner Edgerton School District 231,,,,,,,4/18/2023,in efiles,,,,
1337,"McGhee, Holly",Come with Me,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1338,"Rodi, Robert and Ross, Laura",Coming Out and Seeking Support,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school.

 School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School,November,2021,UT,Murray City School District,,,,,Unknown,,,,,,,
1339,"Endsley, Kezia",Coming Out: Insights and Tips for Teenagers,,,,Formal Challenge,,,Retained 12/2022,Retained,,,Public,October,2022,MI,Salem-South Lyon District Library,,,,Salem-South Lyon District Library,,,,,,,,
1340,"Seba, Jaime A.",Coming Out: Telling Family and Friends,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
1341,"Maestro, Betsy",Coming to America,,,,Formal Challenge,Group,Challenged - Location Unknown,Challenge (includes a challenge to the larger ELA curriculum) - Committee recommended continued use,Retained,,Third Grade,School,January,2022,TN,Williamson County Schools,,Williamson,Williamson County,,Unknown,,,,,,,
1342,"George, Linda and George, Charles",Community Builder: Luis Munoz Marin,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1343,Reader's Digest Editors,Complete Guide to Drawing and Painting,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
1344,"Thomas, Angie",Concrete Rose,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
1345,"Thomas, Angie",Concrete Rose,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
1346,"Wade, Dodson Mary",Condoleezza Rice: Being the Best,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1347,"Hoover, Colleen",Confess,,,,,,Challenged - On Shelves,,,,,School,November,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
1348,"Hoover, Colleen",Confess,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
1349,"Hoover, Colleen",Confess,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
1350,"Hurt, Avery Elizabeth",Confronting LGBTQ+ Discrimination,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school.

 School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School,November,2021,UT,Murray City School District,,,,,Unknown,,,,,,,
1351,"Whitlock, Kay and Bronski, Michael","Considering Hate: Violence, Goodness, and Justice in American Culture and Politics",,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
1352,"Adler, Dahlia",Cool for the Summer,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
1353,"Adler, Dahlia",Cool for the Summer,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
1354,"Adler, Dahlia",Cool for the Summer,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
1355,"Adler, Dahlia",Cool for the Summer,,,,Formal Challenge,Administration,Challenged - On Shelves,Alternative gender ideologies; profanity; sexual activities; sexual nudity; alternative sexualities.,Still in Process,,,School,February,2023,PA,Central Bucks School District,,,,,,On shelves,4/17/2023,In efiles,,,,
1356,"Adler, Dahlia",Cool for the Summer,,,,Administrative Review,Administration,Challenged - Removed While Under Review,FOUR,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
1357,Yin,Coolies,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
1358,"Becker, Helaine",Counting on Katherine: How Katherine Johnson Saved Apollo 13,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1359,"Becker, Helaine",Counting on Katherine: How Katherine Johnson Saved Apollo 13,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1360,"Singleton, Glenn E.",Courageous Conversations about Race,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1361,"Garcia, Isabella",Cow on the Town,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
1362,"Lewis, Sean",Coyotes: Volume 1,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
1363,"Lewis, Sean",Coyotes: Volume 2,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
1364,"Patterson, James",Cradle and All,,,,Response to Law,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Unknown,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,,,,,,,
1365,"Patterson, James",Cradle and All,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
1366,"Craft, Jerry",New Kid,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
1367,"Stone, Jeff",Crane,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,,,,,,,,
1368,"Stone, Jeff",Crane,,,,Informal Challenge,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
1369,"Stone, Jeff",Crane,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,,Unknown,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,Unknown,,,,,,,
1370,"Hopkins, Ellen",Crank,,,,,,,,Banned,,,School,November,2022,UT,Alpine School District,,Utah,,,,,,,,,,
1371,"Hopkins, Ellen",Crank,,,,,,,,,,,School,October,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
1372,"Hopkins, Ellen",Crank,,,,Formal Challenge,,Challenged - Removed While Under Review,,,,,School,November,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
1373,"Hopkins, Ellen",Crank,,,,,,,,Weeded,,,School,,,FL,Clay County School District,,Clay,,,,,,,,,,
1374,"Hopkins, Ellen",Crank,,,,,,Challenged - On Shelves,,,,,School,,,FL,Flagler Schools,,Flagler,,,,,,,,,,
1375,"Hopkins, Ellen",Crank,,,,,,Challenged - Not in District/School or library institution,,,,,School,,,FL,Flagler Schools,,Flagler,,,,,,,,,,
1376,"Hopkins, Ellen",Crank,,,,,,Challenged - On Shelves,,,,,School,November,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
1377,"Hopkins, Ellen",Crank,,,,,,,Board chair concerned that the parents challenging hadn't read the book,Retained,,,School,December,2022,NE,Kearney Public Schools,,,,,,,,,,,,
1378,"Hopkins, Ellen",Crank,,,,,,,,Retained Restricted,Yes,,School,August,2022,FL,School District of Manatee County,,Manatee,,,,,,,,,,
1379,"Hopkins, Ellen",Crank,,,,,,Challenged - On Shelves,,,,,School,Fall,2022,VA,Spotsylvania County Public Schools,,Spotsylvania,,,,,,,,,,
1380,"Hopkins, Ellen",Crank,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,ND,Williston Basin School District #7,,,,,,,,School Board Meeting Heats Up Over Books Available to Students,,,,
1381,"Hopkins, Ellen",Crank,,,,,,Challenged - Location Unknown,,,,,School,October,2022,TX,Humble ISD,,,,,,,,,,,,
1382,"Hopkins, Ellen",Crank,,,,,,Challenged - Location Unknown,,,,,School,October,2022,TX,Humble ISD,,,,,,,,,,,,
1383,"Hopkins, Ellen",Crank,,,,,,,,Banned,,,School,October,2022,FL,Hernando County Schools,,Hernando,,,,,,,,,,
1384,"Hopkins, Ellen",Crank,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,St. John’s County School District,,St. John’s,,,,,,,,,,
1385,"Hopkins, Ellen",Crank,,,,,,Challenged - Location Unknown,,,,,School,December,2022,PA,Penncrest,,,,,,,,,https://thepantherpressdotcom.wordpress.com/2023/01/09/fact-check-policy-109-2/,,,
1386,"Hopkins, Ellen",Crank,,,,,,,,Banned,,,School,December,2022,FL,Lake County Schools,,,,,,,,,,,,
1387,"Hopkins, Ellen",Crank,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Volusia County Schools,,Volusia,,,,,,,,,,
1388,"Hopkins, Ellen",Crank,,,,,,,,Banned,,,School,January,2023,TX,Keller ISD,,,,,,,,,,,,
1389,"Hopkins, Ellen",Crank,,,,Targeted During Board Meeting,Group,Off Shelves,,Banned,,,School,12,2022,SC,Horry County Schools,,Horry,,,,,9/8/23,https://wpde.com/news/local/parents-advocates-pack-horry-school-board-meeting-over-book-removal-concerned-community-literature-reading-students-high-school-material,,,,
